miRNA, Clontech_trimmed.1.fq, Clontech_trimmed.2.fq, Clontech_trimmed.3.fq, Clontech_trimmed.4.fq, Clontech_trimmed.5.fq, Clontech_trimmed.6.fq, Clontech_trimmed.7.fq, Clontech_trimmed.8.fq, Clontech_trimmed.9.fq, Clontech_trimmed.10.fq, Clontech_trimmed.11.fq, Clontech_trimmed.12.fq, Clontech_trimmed.13.fq, Clontech_trimmed.14.fq, Clontech_trimmed.15.fq, Clontech_trimmed.16.fq, Clontech_trimmed.17.fq, Clontech_trimmed.18.fq, Clontech_trimmed.1_acc.fq, Clontech_trimmed.2_acc.fq, Clontech_trimmed.3_acc.fq, Illumina_trimmed.1.fq, Illumina_trimmed.2.fq, Illumina_trimmed.3.fq, Illumina_trimmed.4.fq, Illumina_trimmed.5.fq, Illumina_trimmed.6.fq, Illumina_trimmed.7.fq, Illumina_trimmed.8.fq, Illumina_trimmed.9.fq, Illumina_trimmed.1_acc.fq, Illumina_trimmed.2_acc.fq, Illumina_trimmed.3_acc.fq, NEB_trimmed.1.fq, NEB_trimmed.2.fq, NEB_trimmed.3.fq, NEB_trimmed.4.fq, NEB_trimmed.5.fq, NEB_trimmed.6.fq, NEB_trimmed.7.fq, NEB_trimmed.8.fq, NEB_trimmed.9.fq, NEB_trimmed.10.fq, NEB_trimmed.11.fq, NEB_trimmed.12.fq, NEB_trimmed.1_acc.fq, NEB_trimmed.2_acc.fq, NEB_trimmed.3_acc.fq, NEXT_trimmed.1.fq, NEXT_trimmed.1.fq, NEXT_trimmed.2.fq, NEXT_trimmed.3.fq, NEXT_trimmed.4.fq, NEXT_trimmed.5.fq, NEXT_trimmed.6.fq, NEXT_trimmed.7.fq, NEXT_trimmed.8.fq, NEXT_trimmed.9.fq, NEXT_trimmed.10.fq, NEXT_trimmed.11.fq, NEXT_trimmed.12.fq, NEXT_trimmed.13.fq, NEXT_trimmed.14.fq, NEXT_trimmed.15.fq, NEXT_trimmed.16.fq, NEXT_trimmed.17.fq, NEXT_trimmed.18.fq, NEXT_trimmed.1_acc.fq, NEXT_trimmed.2_acc.fq, NEXT_trimmed.3_acc.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_2_TEST.fq, directional_dedupped_Ns_kept_3_TEST.fq, directional_dedupped_Ns_kept_4_TEST.fq, directional_dedupped_Ns_kept_5_TEST.fq, directional_dedupped_Ns_kept_6_TEST.fq, directional_dedupped_Ns_kept_7_TEST.fq, directional_dedupped_Ns_kept_8_TEST.fq, directional_dedupped_Ns_kept_9_TEST.fq, directional_dedupped_Ns_kept_10_TEST.fq, directional_dedupped_Ns_kept_11_TEST.fq, directional_dedupped_Ns_kept_12_TEST.fq, directional_dedupped_Ns_kept_13_TEST.fq, directional_dedupped_Ns_kept_14_TEST.fq, directional_dedupped_Ns_kept_15_TEST.fq, directional_dedupped_Ns_kept_16_TEST.fq, directional_dedupped_Ns_kept_17_TEST.fq, directional_dedupped_Ns_kept_18_TEST.fq, directional_dedupped_Ns_kept_1_acc_TEST.fq, directional_dedupped_Ns_kept_2_acc_TEST.fq, directional_dedupped_Ns_kept_3_acc_TEST.fq
hsa-miR-1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-154-3p, 35, 77, 40, 19, 112, 32, 71, 61, 94, 25, 94, 39, 55, 76, 93, 96, 121, 112, 214, 198, 604, 6, 10, 4, 11, 15, 18, 13, 23, 24, 0, 0, 2, 49, 54, 23, 70, 148, 255, 433, 398, 399, 888, 815, 881, 284, 260, 265, 71, 71, 165, 66, 530, 290, 168, 913, 1052, 1001, 1962, 1356, 991, 5102, 2579, 2120, 2396, 3226, 3244, 2351, 3106, 2769, 26, 26, 26, 26, 26, 26, 26, 26, 26, 27, 19, 144, 99, 43, 148, 213, 209, 398, 305, 246, 633, 421, 372, 490, 643, 637, 516, 511, 493
hsa-miR-154-5p, 59, 70, 67, 45, 164, 47, 250, 156, 235, 124, 263, 107, 161, 205, 261, 264, 320, 242, 280, 392, 900, 54, 45, 40, 80, 57, 111, 38, 79, 73, 11, 14, 13, 87, 65, 35, 84, 143, 269, 359, 406, 339, 663, 640, 839, 419, 360, 441, 35, 35, 43, 13, 186, 52, 55, 189, 354, 313, 570, 426, 284, 1394, 427, 674, 594, 799, 708, 357, 642, 530, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 5, 66, 27, 19, 39, 100, 100, 215, 168, 123, 305, 148, 237, 246, 341, 307, 168, 195, 194
hsa-miR-155-3p, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-155-5p, 22, 9, 15, 10, 14, 21, 39, 27, 63, 16, 20, 8, 17, 36, 16, 29, 45, 34, 64, 64, 126, 153, 136, 90, 212, 154, 172, 122, 197, 231, 46, 63, 50, 1039, 1025, 258, 328, 1127, 1539, 2116, 2216, 1904, 2986, 3434, 4084, 1883, 1841, 1732, 833, 833, 838, 491, 1084, 821, 669, 3364, 3468, 3061, 4267, 2588, 1597, 10276, 6045, 4383, 4910, 5412, 4677, 3048, 4582, 3091, 176, 176, 176, 176, 176, 176, 176, 176, 176, 195, 156, 449, 379, 197, 645, 834, 829, 1131, 789, 602, 1534, 1220, 1037, 1205, 1319, 1222, 984, 1123, 954
hsa-miR-1587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-15a-3p, 70, 87, 0, 0, 134, 67, 112, 90, 189, 0, 89, 42, 66, 78, 62, 80, 140, 94, 98, 124, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 12, 0, 26, 21, 0, 51, 0, 0, 32, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0
hsa-miR-15a-5p, 967, 821, 759, 510, 1804, 882, 2253, 1685, 2483, 1134, 2118, 906, 1375, 1977, 2056, 2453, 3116, 2493, 2222, 3037, 7218, 1974, 1760, 1187, 2255, 1791, 2150, 1018, 2157, 2028, 587, 591, 492, 171, 154, 61, 238, 335, 615, 1333, 1115, 902, 1985, 2029, 1878, 607, 666, 632, 203, 203, 184, 104, 1033, 387, 590, 1551, 1686, 2425, 4818, 3065, 2721, 17133, 8106, 6286, 8314, 11332, 10423, 4720, 4708, 4366, 72, 72, 72, 72, 72, 72, 72, 72, 72, 54, 51, 358, 221, 153, 296, 429, 582, 1135, 836, 781, 1928, 1449, 1247, 1577, 1884, 1788, 1152, 967, 998
hsa-miR-15b-3p, 137, 132, 112, 38, 136, 106, 155, 99, 126, 64, 122, 58, 87, 109, 142, 141, 182, 149, 122, 165, 383, 39, 19, 31, 16, 19, 42, 15, 47, 62, 19, 12, 3, 69, 50, 15, 42, 91, 120, 184, 216, 166, 342, 319, 391, 191, 158, 158, 9, 9, 27, 13, 168, 44, 58, 133, 285, 273, 337, 175, 160, 644, 222, 290, 364, 426, 400, 286, 255, 292, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 3, 75, 30, 15, 40, 99, 118, 162, 90, 79, 186, 93, 116, 161, 199, 202, 154, 91, 123
hsa-miR-15b-5p, 423, 390, 382, 125, 318, 251, 436, 338, 380, 180, 446, 167, 226, 441, 371, 452, 471, 429, 434, 526, 1119, 317, 231, 244, 300, 228, 281, 111, 275, 298, 91, 73, 54, 304, 311, 128, 286, 558, 977, 1691, 1462, 1340, 2263, 2265, 2694, 1142, 1326, 1132, 1292, 1292, 1483, 853, 9153, 4241, 4190, 13752, 18718, 20308, 23742, 17031, 13207, 56404, 22431, 24852, 23250, 26053, 25783, 15417, 15935, 14778, 232, 232, 232, 232, 232, 232, 232, 232, 232, 249, 200, 1035, 705, 552, 1103, 1400, 1474, 2109, 1719, 1466, 3118, 2225, 2239, 2381, 2485, 2497, 1660, 1503, 1545
hsa-miR-16-1-3p, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 28, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 29, 36, 45, 63, 0, 0, 0, 37, 0, 0, 0, 0, 14, 0, 0, 0, 0, 18, 0, 40, 0, 77, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-16-2-3p, 61, 72, 56, 33, 90, 68, 81, 73, 118, 32, 68, 37, 44, 88, 51, 96, 103, 78, 78, 95, 228, 66, 59, 51, 88, 63, 65, 27, 69, 82, 11, 17, 22, 405, 378, 115, 185, 422, 622, 911, 827, 685, 1123, 1261, 1324, 512, 466, 447, 222, 222, 234, 106, 519, 252, 224, 996, 1275, 1180, 1186, 912, 629, 2565, 1252, 1295, 1049, 1249, 1389, 769, 1140, 916, 46, 46, 46, 46, 46, 46, 46, 46, 46, 41, 35, 186, 134, 50, 184, 299, 316, 379, 306, 240, 454, 301, 362, 317, 362, 414, 272, 264, 242
hsa-miR-16-5p, 5183, 4960, 4072, 1172, 3577, 1973, 2928, 2045, 1694, 1043, 2146, 913, 1328, 2056, 1889, 2489, 3158, 2898, 1870, 1923, 4213, 26102, 17332, 15925, 25177, 22148, 26463, 12843, 26283, 23618, 5956, 7055, 6528, 4224, 4542, 1216, 2917, 7787, 11647, 17317, 18382, 15937, 28232, 30033, 31872, 11890, 10805, 10840, 7024, 7024, 6078, 3830, 17759, 7722, 8667, 44844, 33425, 41939, 59221, 41742, 31862, 169844, 92937, 68525, 73579, 104639, 101207, 74050, 89277, 80986, 856, 856, 856, 856, 856, 856, 856, 856, 856, 731, 611, 2003, 1402, 1207, 2757, 2595, 3060, 3863, 3287, 2803, 5770, 4616, 4063, 4396, 4726, 4827, 3598, 3991, 3740
hsa-miR-17-3p, 78, 60, 45, 29, 88, 40, 196, 131, 195, 93, 182, 63, 94, 154, 152, 186, 176, 172, 600, 546, 1634, 58, 44, 49, 90, 70, 62, 16, 65, 31, 9, 12, 18, 16, 34, 17, 30, 37, 76, 123, 81, 80, 113, 132, 201, 84, 66, 74, 23, 23, 0, 9, 46, 39, 13, 77, 106, 92, 126, 97, 96, 529, 249, 271, 243, 293, 317, 440, 924, 500, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 18, 18, 3, 13, 21, 37, 56, 37, 42, 112, 60, 74, 91, 120, 113, 278, 384, 285
hsa-miR-17-5p/106a-5p, 290, 502, 347, 156, 929, 288, 997, 622, 746, 448, 851, 343, 466, 788, 723, 874, 1054, 814, 1172, 1198, 2685, 449, 291, 268, 541, 435, 606, 308, 572, 618, 118, 111, 109, 832, 1090, 236, 580, 1822, 2793, 4535, 5205, 4541, 8615, 9390, 10200, 3124, 2986, 2988, 295, 295, 236, 119, 1336, 792, 550, 2043, 2706, 3349, 6089, 3270, 2224, 14426, 5824, 6213, 8686, 10958, 8716, 5455, 4618, 4361, 99, 99, 99, 99, 99, 99, 99, 99, 99, 90, 58, 581, 411, 186, 511, 825, 990, 1830, 1213, 895, 2580, 1590, 1689, 2191, 2592, 2343, 1785, 1254, 1344
hsa-miR-181a-2-3p, 52, 67, 50, 19, 40, 38, 70, 36, 71, 20, 51, 18, 33, 47, 56, 61, 94, 64, 58, 75, 134, 578, 510, 415, 636, 578, 703, 332, 664, 818, 266, 265, 259, 2111, 2196, 793, 875, 1897, 2377, 3800, 3068, 2559, 4249, 4054, 5227, 3106, 3389, 3210, 843, 843, 1134, 739, 1702, 844, 714, 2952, 3702, 3045, 4468, 3210, 2441, 8184, 4976, 4831, 4064, 4880, 5329, 2971, 4831, 3683, 123, 123, 123, 123, 123, 123, 123, 123, 123, 146, 145, 542, 370, 168, 487, 795, 779, 1238, 967, 830, 1462, 1207, 1146, 1238, 1478, 1547, 1055, 1029, 1050
hsa-miR-181a-3p, 29, 38, 34, 16, 59, 24, 95, 66, 90, 63, 102, 48, 85, 99, 88, 99, 127, 95, 108, 150, 351, 1629, 1624, 1060, 2156, 1842, 2243, 1028, 2271, 2558, 947, 907, 770, 1688, 2299, 665, 1519, 3274, 4643, 8773, 7176, 6447, 13366, 11748, 15222, 9860, 10307, 10074, 457, 457, 652, 360, 2279, 952, 832, 4805, 5324, 4587, 8280, 6169, 4390, 20143, 10031, 10728, 9641, 11588, 12364, 7250, 11246, 9849, 116, 116, 116, 116, 116, 116, 116, 116, 116, 125, 91, 728, 430, 207, 730, 1030, 1068, 1868, 1559, 1248, 2608, 1946, 1998, 2209, 2387, 2572, 1828, 2051, 2032
hsa-miR-181a-5p, 4490, 4245, 4070, 2345, 6565, 3982, 10320, 7689, 7947, 3979, 8532, 3743, 4536, 6263, 6545, 6928, 7140, 6534, 6963, 9131, 23027, 243393, 315235, 230125, 393226, 281901, 354968, 147962, 301349, 348511, 143212, 147478, 128225, 129650, 132076, 43054, 67976, 170380, 226594, 371101, 305113, 258611, 428746, 459041, 578606, 272592, 294188, 271157, 57873, 57873, 60605, 35252, 120419, 58028, 76716, 313310, 304825, 294032, 365540, 269388, 244584, 1110701, 626331, 501612, 451235, 562009, 536614, 342025, 449221, 366283, 3618, 3618, 3618, 3618, 3618, 3618, 3618, 3618, 3618, 3340, 2810, 5127, 3885, 4604, 7163, 6971, 6601, 7092, 6747, 6200, 9344, 8575, 7697, 7946, 7877, 8161, 5706, 6584, 6649
hsa-miR-181b-2-3p, 34, 0, 19, 9, 29, 21, 45, 33, 0, 0, 0, 13, 23, 20, 43, 39, 43, 47, 26, 30, 114, 0, 8, 10, 0, 5, 5, 0, 5, 0, 0, 2, 2, 18, 25, 6, 0, 25, 23, 53, 30, 36, 55, 67, 97, 37, 34, 38, 0, 0, 0, 17, 40, 10, 10, 55, 23, 57, 34, 21, 27, 154, 62, 74, 49, 90, 70, 48, 91, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 2, 6, 6, 8, 12, 10, 12, 26, 16, 19, 18, 39, 26, 25, 19, 22
hsa-miR-181b-3p, 49, 37, 37, 12, 47, 32, 46, 44, 71, 0, 43, 11, 35, 36, 39, 56, 87, 60, 34, 47, 131, 24, 15, 17, 33, 14, 30, 8, 41, 28, 11, 0, 0, 39, 42, 20, 30, 73, 115, 222, 163, 127, 279, 254, 393, 157, 154, 165, 7, 7, 14, 21, 48, 24, 17, 84, 143, 108, 115, 121, 87, 520, 204, 207, 235, 199, 310, 154, 188, 190, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 6, 17, 11, 4, 17, 39, 30, 57, 50, 46, 112, 69, 73, 92, 103, 132, 88, 70, 76
hsa-miR-181b-5p, 1192, 1268, 1085, 448, 1448, 829, 2263, 1510, 1664, 880, 1934, 825, 1214, 1707, 1822, 2069, 2263, 2012, 1636, 2391, 5343, 20226, 24491, 17409, 29630, 21920, 27013, 11937, 24537, 27742, 10199, 11029, 9105, 46274, 46244, 16270, 21798, 55348, 74744, 111788, 96513, 85232, 135255, 140337, 169661, 82676, 86638, 82244, 33349, 33349, 33406, 17902, 68778, 38302, 40860, 155626, 174730, 155020, 191046, 132383, 99567, 481830, 261007, 224599, 207136, 242248, 228244, 151533, 195135, 156101, 2733, 2733, 2733, 2733, 2733, 2733, 2733, 2733, 2733, 2558, 2069, 4526, 3537, 3402, 6087, 6516, 6121, 6999, 6336, 5687, 9686, 8510, 7715, 7777, 8199, 8395, 5993, 6696, 6411
hsa-miR-181c-3p, 21, 21, 18, 16, 32, 22, 48, 25, 46, 20, 37, 10, 25, 27, 45, 47, 53, 42, 25, 39, 86, 930, 1170, 782, 1484, 1082, 1315, 622, 1350, 1481, 466, 486, 433, 391, 469, 165, 384, 865, 1260, 2441, 2175, 1911, 3973, 3768, 4810, 2502, 2595, 2488, 117, 117, 112, 120, 529, 266, 226, 1240, 1447, 1282, 2081, 1350, 1125, 4836, 2360, 2799, 2521, 3288, 3063, 1769, 2430, 2463, 30, 30, 30, 30, 30, 30, 30, 30, 30, 28, 24, 197, 138, 71, 223, 334, 359, 682, 490, 403, 905, 631, 729, 823, 1040, 992, 696, 573, 726
hsa-miR-181c-5p, 151, 197, 205, 101, 371, 139, 425, 303, 357, 216, 478, 192, 272, 385, 377, 433, 589, 421, 435, 480, 1327, 7355, 9508, 5951, 13210, 9780, 11524, 5920, 12479, 13480, 4016, 4159, 3823, 445, 547, 174, 480, 841, 1220, 2323, 1754, 1475, 2696, 2974, 3081, 1175, 1277, 1265, 396, 396, 334, 111, 748, 356, 545, 1805, 1634, 2264, 2873, 2148, 2007, 13235, 7883, 5103, 5304, 7030, 7556, 3658, 4235, 3658, 103, 103, 103, 103, 103, 103, 103, 103, 103, 77, 38, 266, 185, 151, 349, 400, 526, 750, 636, 575, 1492, 1192, 977, 1103, 1299, 1336, 870, 861, 868
hsa-miR-181d-3p, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 130, 0, 0, 0, 16, 9, 0, 0, 9, 11, 0, 0, 0, 0, 0, 0, 0, 30, 12, 0, 29, 0, 25, 27, 39, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 16, 24, 19, 36, 43, 149, 59, 32, 51, 34, 43, 35, 75, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 7, 5, 7, 9, 17, 4, 4, 11, 9, 10, 8, 14, 8
hsa-miR-181d-5p, 57, 59, 61, 19, 86, 44, 113, 88, 112, 70, 95, 53, 83, 92, 99, 100, 134, 102, 144, 181, 428, 888, 635, 556, 909, 789, 941, 451, 986, 1165, 336, 357, 328, 2788, 2678, 836, 1263, 3794, 4997, 7811, 7144, 6314, 11463, 12182, 14049, 7858, 7966, 8053, 449, 449, 439, 142, 865, 572, 487, 2141, 2001, 1964, 3411, 1977, 1336, 9556, 5067, 3443, 4638, 5448, 4804, 3684, 4274, 3909, 115, 115, 115, 115, 115, 115, 115, 115, 115, 102, 53, 329, 256, 122, 451, 516, 556, 936, 706, 514, 1488, 1157, 901, 1169, 1384, 1203, 1086, 1103, 1059
hsa-miR-182-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 84, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 37, 47, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 20, 0, 0, 0, 9, 0, 35, 533, 1445, 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 367, 584, 391
hsa-miR-182-5p, 44, 32, 0, 0, 37, 40, 0, 33, 73, 19, 0, 15, 23, 49, 49, 0, 0, 0, 559, 558, 1558, 639, 544, 520, 725, 554, 692, 319, 615, 705, 251, 326, 264, 477, 474, 113, 140, 504, 633, 1057, 1047, 897, 1431, 1603, 2090, 1441, 1443, 1409, 159, 159, 253, 110, 190, 167, 130, 393, 457, 549, 897, 641, 380, 1779, 1218, 939, 1069, 1247, 1179, 2979, 5864, 4070, 33, 33, 33, 33, 33, 33, 33, 33, 33, 46, 23, 91, 95, 37, 95, 165, 193, 377, 263, 181, 395, 371, 319, 395, 502, 468, 1217, 1891, 1412
hsa-miR-1825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 93, 94, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 20, 17, 0, 0, 0
hsa-miR-183-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8, 7, 71, 30, 22, 22, 19, 20, 17, 37, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 5, 0, 5, 2, 6, 4, 5, 5, 2
hsa-miR-183-5p, 29, 21, 18, 23, 47, 48, 60, 52, 81, 29, 46, 14, 31, 36, 43, 64, 103, 64, 202, 203, 627, 102, 44, 52, 56, 89, 72, 38, 91, 86, 78, 135, 138, 463, 398, 115, 130, 408, 500, 691, 685, 545, 920, 938, 1223, 969, 989, 1032, 56, 56, 78, 39, 117, 32, 43, 242, 294, 216, 336, 280, 182, 774, 496, 446, 397, 474, 425, 1133, 3433, 1811, 12, 12, 12, 12, 12, 12, 12, 12, 12, 18, 10, 45, 17, 9, 33, 86, 69, 138, 101, 90, 167, 162, 145, 163, 205, 202, 733, 1266, 919
hsa-miR-184, 165, 116, 117, 53, 122, 97, 185, 145, 186, 66, 170, 80, 113, 131, 107, 187, 188, 160, 210, 267, 618, 288, 249, 179, 345, 292, 327, 146, 368, 362, 170, 169, 128, 2109, 1892, 719, 517, 1425, 1883, 2731, 2396, 1856, 3043, 3413, 4667, 2449, 2471, 2743, 357, 357, 403, 332, 762, 405, 279, 1645, 1868, 1785, 1822, 1291, 943, 4624, 2094, 2230, 1814, 1871, 1987, 1598, 2881, 1788, 85, 85, 85, 85, 85, 85, 85, 85, 85, 79, 97, 348, 227, 84, 318, 527, 564, 668, 478, 389, 930, 579, 646, 679, 736, 756, 780, 970, 733
hsa-miR-185-3p, 100, 94, 82, 50, 126, 77, 193, 149, 222, 86, 177, 71, 75, 134, 149, 147, 169, 130, 122, 202, 544, 38, 27, 15, 37, 18, 42, 19, 32, 35, 12, 15, 15, 289, 350, 112, 193, 459, 560, 904, 731, 686, 987, 1000, 1423, 991, 1106, 904, 35, 35, 78, 95, 197, 149, 123, 361, 486, 499, 459, 375, 249, 1019, 572, 476, 366, 369, 381, 292, 492, 290, 11, 11, 11, 11, 11, 11, 11, 11, 11, 15, 18, 69, 66, 27, 68, 133, 153, 193, 153, 104, 218, 166, 145, 146, 159, 157, 146, 139, 101
hsa-miR-185-5p, 708, 836, 726, 467, 1484, 808, 2161, 1514, 1460, 936, 1981, 813, 1192, 1850, 1802, 2155, 2838, 2337, 2376, 3013, 7285, 133, 117, 76, 200, 125, 168, 95, 195, 165, 44, 39, 34, 1853, 2117, 417, 1016, 3118, 4581, 6283, 6372, 5233, 8015, 9758, 12483, 5311, 5137, 5234, 787, 787, 762, 454, 2553, 1268, 958, 5620, 6814, 6660, 7677, 4777, 3275, 23936, 10129, 10367, 9157, 11139, 10208, 6121, 7545, 6596, 194, 194, 194, 194, 194, 194, 194, 194, 194, 204, 143, 829, 526, 318, 1023, 1360, 1400, 1587, 1357, 1001, 2883, 1963, 1946, 1878, 2139, 2090, 1515, 1513, 1465
hsa-miR-186-3p, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 38, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 47, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 136, 39, 33, 35, 35, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0
hsa-miR-186-5p, 1194, 1443, 1117, 247, 1086, 424, 678, 443, 383, 255, 484, 197, 347, 517, 506, 552, 626, 674, 543, 616, 1534, 8038, 5842, 5650, 8554, 7103, 8621, 3730, 8126, 7746, 1389, 1465, 1329, 2611, 2438, 509, 1189, 5339, 6986, 10544, 11858, 10104, 16819, 20950, 25414, 7953, 7884, 7304, 980, 980, 874, 601, 2056, 1024, 1139, 7478, 7560, 6603, 10326, 7171, 4878, 35284, 21998, 15573, 14893, 18667, 17594, 9265, 13154, 12728, 275, 275, 275, 275, 275, 275, 275, 275, 275, 250, 208, 653, 447, 366, 1099, 1310, 1290, 1786, 1545, 1202, 2985, 2544, 2179, 2180, 2408, 2391, 1600, 1954, 1903
